source_id,legacy_work_key,original_path,original_sha1,bytes,lines,file_type,parse_status,file_intent,major_roles,split_required,split_reason,mapped_current_path,mapping_method,mapped_current_role,final_disposition,final_primary_path,final_role,rationale,archived_source_path,source_storage_policy,split_coverage_status,split_mapping_sha1
LS-WS-0193,C146,audit/WS_C146_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_ACTIVATION_EXECUTION_REVIEW.md,98197BBD244957B1F8667ADCF3E4C26FB87B2D39,5373,111,md,READ_OK,EVIDENCE,EVIDENCE,NO,PRIMARY_ROLE_ONLY,records/evidence/runs/C146_LIVE_ACT_EXEC_REVIEW.md,EXACT_SHA,EVIDENCE,NORMALIZED,records/evidence/runs/C146_LIVE_ACT_EXEC_REVIEW.md,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0193.md,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0194,C147,audit/WS_C147_OPERATOR_VALIDATION_COMMANDS.md,FD4187DBF10C1DD08F351441FA3882C77278C445,3704,75,md,READ_OK,EVIDENCE_COMMAND_BUNDLE,EVIDENCE,NO,BUNDLE_OR_NAVIGATION_EXCEPTION,records/evidence/runs/C147_OP_CMDS.md,EXACT_SHA,EVIDENCE,NORMALIZED,records/evidence/runs/C147_OP_CMDS.md,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0194.md,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0195,C147,audit/WS_C147_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_ACTIVATION_OBSERVATION_REVIEW.md,5E0565A1ACFE290E28908E6637F87D292B70517E,4940,99,md,READ_OK,EVIDENCE,EVIDENCE,NO,PRIMARY_ROLE_ONLY,records/evidence/runs/C147_LIVE_ACT_OBS_REVIEW.md,EXACT_SHA,EVIDENCE,NORMALIZED,records/evidence/runs/C147_LIVE_ACT_OBS_REVIEW.md,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0195.md,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0196,C148,audit/WS_C148_OPERATOR_VALIDATION_COMMANDS.md,C22AD150FFD8D0F7E8C409E9244F22682760F8EA,3785,75,md,READ_OK,EVIDENCE_COMMAND_BUNDLE,EVIDENCE,NO,BUNDLE_OR_NAVIGATION_EXCEPTION,records/evidence/runs/C148_OP_CMDS.md,EXACT_SHA,EVIDENCE,NORMALIZED,records/evidence/runs/C148_OP_CMDS.md,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0196.md,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0197,C148,audit/WS_C148_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_ACTIVATION_OBSERVATION_RESULT_REVIEW.md,E01E702F0F872E258DF41172E3CD59444F31F6CF,5059,100,md,READ_OK,EVIDENCE,EVIDENCE,NO,PRIMARY_ROLE_ONLY,records/evidence/runs/C148_LIVE_ACT_OBS_RESULT.md,EXACT_SHA,EVIDENCE,NORMALIZED,records/evidence/runs/C148_LIVE_ACT_OBS_RESULT.md,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0197.md,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0198,C149,audit/WS_C149_OPERATOR_VALIDATION_COMMANDS.md,024CF6222757577A64B23562EEA75849C0BB4A30,6733,133,md,READ_OK,EVIDENCE_COMMAND_BUNDLE,EVIDENCE,NO,BUNDLE_OR_NAVIGATION_EXCEPTION,records/evidence/runs/C149_OP_CMDS.md,EXACT_SHA,EVIDENCE,NORMALIZED,records/evidence/runs/C149_OP_CMDS.md,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0198.md,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0199,C149,audit/WS_C149_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_ACTIVATION_OPERATOR_GO_NO_GO_REVIEW.md,C8D20F4E253EF41F87CE8B571C824C7475642CFE,6550,122,md,READ_OK,DECISION,DECISION;EVIDENCE,YES,ONE_DOCUMENT_ONE_AUTHORITATIVE_ROLE_MULTI_ROLE_SOURCE,records/decisions/C149_LIVE_ACT_OP_GO_NO_GO.md,EXACT_SHA,DECISION,FULLY_SPLIT_SOURCE_REMOVED,,,"LEGACY_MULTI_ROLE_SOURCE_FULLY_DECOMPOSED; ROLE_EXTRACTS=LX-WS-0199-DEC-01,LX-WS-0199-EVD-02,LX-WS-0199-CTX-03",,REMOVED_AFTER_FULL_SPLIT,FULL_100_PERCENT_SEALED,EF3E3C1310CEB1B7C371A8651744269365E085E4
LS-WS-0200,C14,audit/WS_C14_OPERATOR_VALIDATION_COMMANDS.md,D82B2CC6DD7BEB2E5152E0590182B51ADD36EFCA,4892,192,md,READ_OK,EVIDENCE_COMMAND_BUNDLE,EVIDENCE;RESEARCH,YES,ONE_DOCUMENT_ONE_AUTHORITATIVE_ROLE_MULTI_ROLE_SOURCE,records/evidence/runs/C14_OP_CMDS.md,EXACT_SHA,EVIDENCE,FULLY_SPLIT_SOURCE_REMOVED,,,"LEGACY_MULTI_ROLE_SOURCE_FULLY_DECOMPOSED; ROLE_EXTRACTS=LX-WS-0200-EVD-01,LX-WS-0200-RES-02,LX-WS-0200-CTX-03",,REMOVED_AFTER_FULL_SPLIT,FULL_100_PERCENT_SEALED,E2F916507F96C376BC2ABC25B3620D7586A51A5E
LS-WS-0201,C14,audit/WS_C14_VARIABLE_RISK_EXIT_CATALOG_FINAL_RESULT.md,5B0AB17D2DFEF7A33C497950E8920E7BBFE0AD57,7489,232,md,READ_OK,EVIDENCE,EVIDENCE;FINDING;RESEARCH,YES,MATERIAL_MULTI_ROLE,records/evidence/runs/C14_VARIABLE_RISK_EXIT_CATALOG_FINAL_RESULT.md,MANIFEST_CHAIN,EVIDENCE,FULLY_SPLIT_SOURCE_REMOVED,,MULTI_ROLE_SPLIT,FULL_100_PERCENT_ROLE_SPLIT; COMPOSITE_SOURCE_REMOVED; USE_LX_EXTRACTS_AND_SPLIT_CATALOG,,REMOVED_AFTER_FULL_SPLIT,FULL_100_PERCENT_SEALED,72E6E577B3C5094402CBC878437261FB9626755B
LS-WS-0202,C150,audit/WS_C150_OPERATOR_VALIDATION_COMMANDS.md,F77E6ABA2D46DB42C9694457036F899AAF75AB72,6093,126,md,READ_OK,EVIDENCE_COMMAND_BUNDLE,EVIDENCE,NO,BUNDLE_OR_NAVIGATION_EXCEPTION,records/evidence/runs/C150_OP_CMDS.md,EXACT_SHA,EVIDENCE,NORMALIZED,records/evidence/runs/C150_OP_CMDS.md,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0202.md,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0203,C150,audit/WS_C150_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_ACTIVATION_FINAL_EXECUTION.md,7C171A2E11476A84396077BA458ABB1EDE6D3BFB,5155,105,md,READ_OK,EVIDENCE,EVIDENCE,NO,PRIMARY_ROLE_ONLY,records/evidence/runs/C150_LIVE_ACT_FINAL_EXEC.md,EXACT_SHA,EVIDENCE,NORMALIZED,records/evidence/runs/C150_LIVE_ACT_FINAL_EXEC.md,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0203.md,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0204,C151,audit/WS_C151_OPERATOR_VALIDATION_COMMANDS.md,40E8141870F872FA718708DE08434BA1722711F7,4008,80,md,READ_OK,EVIDENCE_COMMAND_BUNDLE,EVIDENCE,NO,BUNDLE_OR_NAVIGATION_EXCEPTION,records/evidence/runs/C151_OP_CMDS.md,EXACT_SHA,EVIDENCE,NORMALIZED,records/evidence/runs/C151_OP_CMDS.md,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0204.md,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0205,C151,audit/WS_C151_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_ACTIVATION_POST_EXECUTION_OBSERVATION_REVIEW.md,556A53F6BAECA81681F65ADDEE5774615440717C,4360,82,md,READ_OK,EVIDENCE,EVIDENCE,NO,PRIMARY_ROLE_ONLY,records/evidence/runs/C151_LIVE_ACT_POST_EXEC_OBS_REVIEW.md,EXACT_SHA,EVIDENCE,NORMALIZED,records/evidence/runs/C151_LIVE_ACT_POST_EXEC_OBS_REVIEW.md,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0205.md,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0206,C152,audit/WS_C152_OPERATOR_VALIDATION_COMMANDS.md,5DB0D9A4D624A85849ECF4E4B5E9E3FE24076E08,4229,83,md,READ_OK,EVIDENCE_COMMAND_BUNDLE,EVIDENCE,NO,BUNDLE_OR_NAVIGATION_EXCEPTION,records/evidence/runs/C152_OP_CMDS.md,EXACT_SHA,EVIDENCE,NORMALIZED,records/evidence/runs/C152_OP_CMDS.md,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0206.md,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0207,C152,audit/WS_C152_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_ACTIVATION_POST_EXECUTION_OBSERVATION_RESULT_REVIEW.md,494BC8AC15D9D331A133839265E41E2321CAE848,4448,81,md,READ_OK,EVIDENCE,EVIDENCE,NO,PRIMARY_ROLE_ONLY,records/evidence/runs/C152_LIVE_ACT_POST_EXEC_OBS_RESULT.md,EXACT_SHA,EVIDENCE,NORMALIZED,records/evidence/runs/C152_LIVE_ACT_POST_EXEC_OBS_RESULT.md,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0207.md,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0208,C153,audit/WS_C153_OPERATOR_VALIDATION_COMMANDS.md,9EE6E3B82772EFEEC132CCAF4BE2C06153AD9E4E,3686,73,md,READ_OK,EVIDENCE_COMMAND_BUNDLE,EVIDENCE,NO,BUNDLE_OR_NAVIGATION_EXCEPTION,records/evidence/runs/C153_OP_CMDS.md,EXACT_SHA,EVIDENCE,NORMALIZED,records/evidence/runs/C153_OP_CMDS.md,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0208.md,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0209,C153,audit/WS_C153_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_CONTROLLED_OUTPUT_GENERATION_BOUNDARY_REVIEW.md,E151B46BA14E4F94EDFCA17BE65C9C3D663F5D55,3982,71,md,READ_OK,DECISION,DECISION;EVIDENCE,YES,ONE_DOCUMENT_ONE_AUTHORITATIVE_ROLE_MULTI_ROLE_SOURCE,records/evidence/runs/C153_LIVE_OUTPUT_BOUNDARY.md,EXACT_SHA,EVIDENCE,FULLY_SPLIT_SOURCE_REMOVED,,,"LEGACY_MULTI_ROLE_SOURCE_FULLY_DECOMPOSED; ROLE_EXTRACTS=LX-WS-0209-DEC-01,LX-WS-0209-EVD-02,LX-WS-0209-CTX-03",,REMOVED_AFTER_FULL_SPLIT,FULL_100_PERCENT_SEALED,9EB0ECA11511099392E4BBD17337680EC6AA1066
LS-WS-0210,C154,audit/WS_C154_OPERATOR_VALIDATION_COMMANDS.md,CE3E08581D58C5932F43E10982769626E69DB60F,6048,117,md,READ_OK,EVIDENCE_COMMAND_BUNDLE,EVIDENCE,NO,BUNDLE_OR_NAVIGATION_EXCEPTION,records/evidence/runs/C154_OP_CMDS.md,EXACT_SHA,EVIDENCE,NORMALIZED,records/evidence/runs/C154_OP_CMDS.md,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0210.md,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0211,C154,audit/WS_C154_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_CONTROLLED_OUTPUT_GENERATION_EXECUTION.md,A946BF709155CFC6CF99051AC9EB965801CF5DB7,5349,95,md,READ_OK,EVIDENCE,EVIDENCE,NO,PRIMARY_ROLE_ONLY,records/evidence/runs/C154_LIVE_OUTPUT_EXEC.md,MANIFEST_CHAIN,EVIDENCE,NORMALIZED,records/evidence/runs/C154_LIVE_OUTPUT_EXEC.md,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0211.md,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0212,C155,audit/WS_C155_OPERATOR_VALIDATION_COMMANDS.md,006D96A76F1A90A7696A8DC38AE08CC648CA1C69,6519,133,md,READ_OK,EVIDENCE_COMMAND_BUNDLE,EVIDENCE,NO,BUNDLE_OR_NAVIGATION_EXCEPTION,records/evidence/runs/C155_OP_CMDS.md,EXACT_SHA,EVIDENCE,NORMALIZED,records/evidence/runs/C155_OP_CMDS.md,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0212.md,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0213,C155,audit/WS_C155_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_CONTROLLED_OUTPUT_GENERATION_RESULT_REVIEW.md,B431747D73C056E61A127E104E3CAE5A9A9E9135,5822,101,md,READ_OK,EVIDENCE,EVIDENCE,NO,PRIMARY_ROLE_ONLY,records/evidence/runs/C155_LIVE_OUTPUT_RESULT.md,MANIFEST_CHAIN,EVIDENCE,NORMALIZED,records/evidence/runs/C155_LIVE_OUTPUT_RESULT.md,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0213.md,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0214,C156,audit/WS_C156_OPERATOR_VALIDATION_COMMANDS.md,B533D09A1FAA20B7DE30F5EEC9B979A6637BACE6,6290,126,md,READ_OK,EVIDENCE_COMMAND_BUNDLE,EVIDENCE,NO,BUNDLE_OR_NAVIGATION_EXCEPTION,records/evidence/runs/C156_OP_CMDS.md,EXACT_SHA,EVIDENCE,NORMALIZED,records/evidence/runs/C156_OP_CMDS.md,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0214.md,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0215,C156,audit/WS_C156_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_CONTROLLED_OUTPUT_GENERATION_OPERATOR_GO_NO_GO_REVIEW.md,F1D6029425B670BECF334CFF9B9CFEE74ACC2CBA,5612,91,md,READ_OK,DECISION,DECISION;EVIDENCE,YES,ONE_DOCUMENT_ONE_AUTHORITATIVE_ROLE_MULTI_ROLE_SOURCE,records/decisions/C156_LIVE_OUTPUT_OP_GO_NO_GO.md,MANIFEST_CHAIN,DECISION,FULLY_SPLIT_SOURCE_REMOVED,,,"LEGACY_MULTI_ROLE_SOURCE_FULLY_DECOMPOSED; ROLE_EXTRACTS=LX-WS-0215-DEC-01,LX-WS-0215-EVD-02,LX-WS-0215-CTX-03",,REMOVED_AFTER_FULL_SPLIT,FULL_100_PERCENT_SEALED,2838EE86C4070B94CDEE78F8FAE38FA939B803B8
LS-WS-0216,C157,audit/WS_C157_OPERATOR_VALIDATION_COMMANDS.md,A031D0486177225055961AFE83BAD5DADFF30ABA,6373,126,md,READ_OK,EVIDENCE_COMMAND_BUNDLE,EVIDENCE,NO,BUNDLE_OR_NAVIGATION_EXCEPTION,records/evidence/runs/C157_OP_CMDS.md,EXACT_SHA,EVIDENCE,NORMALIZED,records/evidence/runs/C157_OP_CMDS.md,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0216.md,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0217,C157,audit/WS_C157_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_CONTROLLED_OUTPUT_GENERATION_GO_DECISION_FINALIZATION_REVIEW.md,785244AD5C90F7601826A45456FE30BB3731B371,6099,98,md,READ_OK,DECISION,DECISION;EVIDENCE,YES,ONE_DOCUMENT_ONE_AUTHORITATIVE_ROLE_MULTI_ROLE_SOURCE,records/decisions/C157_LIVE_OUTPUT_GO_FINAL.md,MANIFEST_CHAIN,DECISION,FULLY_SPLIT_SOURCE_REMOVED,,,"LEGACY_MULTI_ROLE_SOURCE_FULLY_DECOMPOSED; ROLE_EXTRACTS=LX-WS-0217-DEC-01,LX-WS-0217-EVD-02,LX-WS-0217-CTX-03",,REMOVED_AFTER_FULL_SPLIT,FULL_100_PERCENT_SEALED,F62FBC354AC7E5990F6091B12CBCFA2CCF1B210C
LS-WS-0218,C158,audit/WS_C158_OPERATOR_VALIDATION_COMMANDS.md,8405326624D7B8FDC204D9DD4BE73D330DF03AB8,39831,727,md,READ_OK,EVIDENCE_COMMAND_BUNDLE,DECISION;EVIDENCE,YES,ONE_DOCUMENT_ONE_AUTHORITATIVE_ROLE_MULTI_ROLE_SOURCE,records/evidence/runs/C158_OP_CMDS.md,EXACT_SHA,EVIDENCE,FULLY_SPLIT_SOURCE_REMOVED,,,"LEGACY_MULTI_ROLE_SOURCE_FULLY_DECOMPOSED; ROLE_EXTRACTS=LX-WS-0218-DEC-01,LX-WS-0218-EVD-02,LX-WS-0218-CTX-03",,REMOVED_AFTER_FULL_SPLIT,FULL_100_PERCENT_SEALED,24B5629420EF3D784166E56C0D5CF578E1FC97C3
LS-WS-0219,C158,audit/WS_C158_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_CONTROLLED_OUTPUT_PUBLICATION_BOUNDARY_REVIEW.md,27D1A64C31484B4B9987AEED5676178FF5B8DE0F,6395,108,md,READ_OK,DECISION,DECISION;EVIDENCE,YES,ONE_DOCUMENT_ONE_AUTHORITATIVE_ROLE_MULTI_ROLE_SOURCE,records/evidence/runs/C158_LIVE_PUB_BOUNDARY.md,MANIFEST_CHAIN,EVIDENCE,FULLY_SPLIT_SOURCE_REMOVED,,,"LEGACY_MULTI_ROLE_SOURCE_FULLY_DECOMPOSED; ROLE_EXTRACTS=LX-WS-0219-DEC-01,LX-WS-0219-EVD-02,LX-WS-0219-CTX-03",,REMOVED_AFTER_FULL_SPLIT,FULL_100_PERCENT_SEALED,2C740EC577D3FC3A9515EB9EFCE6F9A90286BE68
LS-WS-0220,C158,audit/WS_C158_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_CONTROLLED_OUTPUT_PUBLICATION_EXECUTION.md,5E3A4788E64A48764B48570BFA783C6B0DD9D085,6752,116,md,READ_OK,EVIDENCE,EVIDENCE,NO,PRIMARY_ROLE_ONLY,records/evidence/runs/C158_LIVE_PUB_EXEC.md,MANIFEST_CHAIN,EVIDENCE,NORMALIZED,records/evidence/runs/C158_LIVE_PUB_EXEC.md,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0220.md,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0221,C158,audit/WS_C158_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_CONTROLLED_OUTPUT_PUBLICATION_GO_DECISION_FINALIZATION_REVIEW.md,90C3A665A85D6FC1A10066D6221DCBFDF767B624,8260,119,md,READ_OK,DECISION,DECISION;EVIDENCE,YES,ONE_DOCUMENT_ONE_AUTHORITATIVE_ROLE_MULTI_ROLE_SOURCE,records/decisions/C158_LIVE_PUB_GO_FINAL.md,MANIFEST_CHAIN,DECISION,FULLY_SPLIT_SOURCE_REMOVED,,,"LEGACY_MULTI_ROLE_SOURCE_FULLY_DECOMPOSED; ROLE_EXTRACTS=LX-WS-0221-DEC-01,LX-WS-0221-EVD-02,LX-WS-0221-CTX-03",,REMOVED_AFTER_FULL_SPLIT,FULL_100_PERCENT_SEALED,82073BBE911D9EE520BF8532C0EBA66168B413C5
LS-WS-0222,C158,audit/WS_C158_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_CONTROLLED_OUTPUT_PUBLICATION_OPERATOR_GO_NO_GO_REVIEW.md,03C8EF7879BC700A99D05CB2CEE141958CDB77F9,7551,115,md,READ_OK,DECISION,DECISION;EVIDENCE,YES,ONE_DOCUMENT_ONE_AUTHORITATIVE_ROLE_MULTI_ROLE_SOURCE,records/decisions/C158_LIVE_PUB_OP_GO_NO_GO.md,MANIFEST_CHAIN,DECISION,FULLY_SPLIT_SOURCE_REMOVED,,,"LEGACY_MULTI_ROLE_SOURCE_FULLY_DECOMPOSED; ROLE_EXTRACTS=LX-WS-0222-DEC-01,LX-WS-0222-EVD-02,LX-WS-0222-CTX-03",,REMOVED_AFTER_FULL_SPLIT,FULL_100_PERCENT_SEALED,8CE9C98C4A90FA7E7C3EDC3BAB234836A2041E35
LS-WS-0223,C158,audit/WS_C158_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_CONTROLLED_OUTPUT_PUBLICATION_RESULT_REVIEW.md,E0920EDE7DD190910BFAE559C9614F6CA08E1E6F,7113,119,md,READ_OK,EVIDENCE,EVIDENCE,NO,PRIMARY_ROLE_ONLY,records/evidence/runs/C158_LIVE_PUB_RESULT.md,MANIFEST_CHAIN,EVIDENCE,NORMALIZED,records/evidence/runs/C158_LIVE_PUB_RESULT.md,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0223.md,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0224,C159,audit/WS_C159_OPERATOR_VALIDATION_COMMANDS.md,EE0A2E4E1CA600A57A7268F1296FF1F43A367C49,40053,653,md,READ_OK,EVIDENCE_COMMAND_BUNDLE,DECISION;EVIDENCE,YES,ONE_DOCUMENT_ONE_AUTHORITATIVE_ROLE_MULTI_ROLE_SOURCE,records/evidence/runs/C159_OP_CMDS.md,EXACT_SHA,EVIDENCE,FULLY_SPLIT_SOURCE_REMOVED,,,"LEGACY_MULTI_ROLE_SOURCE_FULLY_DECOMPOSED; ROLE_EXTRACTS=LX-WS-0224-DEC-01,LX-WS-0224-EVD-02,LX-WS-0224-CTX-03",,REMOVED_AFTER_FULL_SPLIT,FULL_100_PERCENT_SEALED,ABA8AE3EDD6D9996719B463F03C95ECB330E374E
LS-WS-0225,C159,audit/WS_C159_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_CONTROLLED_OUTPUT_PUBLICATION_POST_PUBLICATION_OBSERVATION_GO_DECISION_FINALIZATION_REVIEW.md,D30C4A538573A8A01A338019934B198082F61AC5,9508,122,md,READ_OK,DECISION,DECISION;EVIDENCE,YES,ONE_DOCUMENT_ONE_AUTHORITATIVE_ROLE_MULTI_ROLE_SOURCE,records/decisions/C159_LIVE_PUB_POSTPUB_OBS_GO_FINAL.md,MANIFEST_CHAIN,DECISION,FULLY_SPLIT_SOURCE_REMOVED,,,"LEGACY_MULTI_ROLE_SOURCE_FULLY_DECOMPOSED; ROLE_EXTRACTS=LX-WS-0225-DEC-01,LX-WS-0225-EVD-02,LX-WS-0225-CTX-03",,REMOVED_AFTER_FULL_SPLIT,FULL_100_PERCENT_SEALED,68035AF489548BBE84DA837ED16AC66212AFBE4E
LS-WS-0226,C159,audit/WS_C159_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_CONTROLLED_OUTPUT_PUBLICATION_POST_PUBLICATION_OBSERVATION_OPERATOR_GO_NO_GO_REVIEW.md,ED51BA6AFABAE5D090B343DB6FA7A7AA03B20890,8960,112,md,READ_OK,DECISION,DECISION;EVIDENCE,YES,ONE_DOCUMENT_ONE_AUTHORITATIVE_ROLE_MULTI_ROLE_SOURCE,records/decisions/C159_LIVE_PUB_POSTPUB_OBS_OP_GO_NO_GO.md,MANIFEST_CHAIN,DECISION,FULLY_SPLIT_SOURCE_REMOVED,,,"LEGACY_MULTI_ROLE_SOURCE_FULLY_DECOMPOSED; ROLE_EXTRACTS=LX-WS-0226-DEC-01,LX-WS-0226-EVD-02,LX-WS-0226-CTX-03",,REMOVED_AFTER_FULL_SPLIT,FULL_100_PERCENT_SEALED,51A4D5284B99EB74293D946CCB955E81206F9CD7
LS-WS-0227,C159,audit/WS_C159_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_CONTROLLED_OUTPUT_PUBLICATION_POST_PUBLICATION_OBSERVATION_RESULT_REVIEW.md,21448D7D7FFF7B0268C13E487BB968D01BFA32A9,9659,122,md,READ_OK,EVIDENCE,EVIDENCE,NO,PRIMARY_ROLE_ONLY,records/evidence/runs/C159_LIVE_PUB_POSTPUB_OBS_RESULT.md,MANIFEST_CHAIN,EVIDENCE,NORMALIZED,records/evidence/runs/C159_LIVE_PUB_POSTPUB_OBS_RESULT.md,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0227.md,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0228,C159,audit/WS_C159_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_CONTROLLED_OUTPUT_PUBLICATION_POST_PUBLICATION_OBSERVATION_REVIEW.md,34EE9998397F741E5FD648F0A954E05A2A6A040D,9087,120,md,READ_OK,EVIDENCE,EVIDENCE,NO,PRIMARY_ROLE_ONLY,records/evidence/runs/C159_LIVE_PUB_POSTPUB_OBS_REVIEW.md,MANIFEST_CHAIN,EVIDENCE,NORMALIZED,records/evidence/runs/C159_LIVE_PUB_POSTPUB_OBS_REVIEW.md,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0228.md,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0229,C15,audit/WS_C15_OPERATOR_VALIDATION_COMMANDS.md,877EA27423C8F930F9E49633B662DD67E9CD29A4,6877,276,md,READ_OK,EVIDENCE_COMMAND_BUNDLE,EVIDENCE;RESEARCH,YES,ONE_DOCUMENT_ONE_AUTHORITATIVE_ROLE_MULTI_ROLE_SOURCE,records/evidence/runs/C15_OP_CMDS.md,EXACT_SHA,EVIDENCE,FULLY_SPLIT_SOURCE_REMOVED,,,"LEGACY_MULTI_ROLE_SOURCE_FULLY_DECOMPOSED; ROLE_EXTRACTS=LX-WS-0229-EVD-01,LX-WS-0229-RES-02,LX-WS-0229-CTX-03",,REMOVED_AFTER_FULL_SPLIT,FULL_100_PERCENT_SEALED,F284D7D181336B9F94D7EA8BAA887F0231A5240C
