rule_id,strategy_document_id,strategy_owner,source_line,section,rule_text,rule_fingerprint_sha1,coverage_requirement,applicability,primary_stage,supporting_stages,active,coverage_status,current_evidence_ids,notes
MD-S017-R0070,MD-S017,authority/strategy/book/Current_Indicator_Recompute_Command_Contract.md,134,Validation,`storage/app/market_data/evidence/indicator_recompute_current/2023-01-02_to_2026-06-04_20260607_103904/full_range_current_evidence_replay/market_data_full_range_current_evidence_replay_summary.json`,511462433244E6616435F681724FAA5D28C6F054,REFERENCE_ONLY,REFERENCE_ONLY,MD-B14,,YES,REFERENCE_ONLY,,
MD-S017-R0071,MD-S017,authority/strategy/book/Current_Indicator_Recompute_Command_Contract.md,136,Validation,Independent final reconciliation artifact:,3FEC612C5217A1E0F4DFE8014CD79F23A5B4C89A,REFERENCE_ONLY,REFERENCE_ONLY,MD-B14,,YES,REFERENCE_ONLY,,
MD-S017-R0072,MD-S017,authority/strategy/book/Current_Indicator_Recompute_Command_Contract.md,138,Validation,`storage/app/market_data/evidence/indicator_recompute_current/full_range_current_2023-01-02_to_2026-06-04/market_data_full_range_current_evidence_replay_summary.json`,2921E65E53593C88F75855D9B475302E6AAD154F,REFERENCE_ONLY,REFERENCE_ONLY,MD-B14,,YES,REFERENCE_ONLY,,
MD-S017-R0073,MD-S017,authority/strategy/book/Current_Indicator_Recompute_Command_Contract.md,142,Operational rerun rule,"Do not rerun the historical full range merely because the command exists. Rerun affected dates after a change to current OHLCV, indicator formula/dependency logic, sector benchmark or membership source, corporate-action/trading-status source context, eligibility logic, or publication/hash/seal behavior. After a mutating recompute, run `market-data:evidence-replay:full-range-current` over the affected current range as final reconciliation.",DACE1E40649B3CCA41FF5F5B36E2D59620EC1B8C,REFERENCE_ONLY,REFERENCE_ONLY,MD-B14,,YES,REFERENCE_ONLY,,
MD-S018-R0001,MD-S018,authority/strategy/book/Dataset_Seal_and_Freeze_Contract_LOCKED.md,4,Purpose,"Freeze the published dataset for effective date D so downstream consumers read a stable, non-drifting upstream input.",36217F82C0C2BD1E302D1E42772BD29A7E0D2EBE,REFERENCE_ONLY,REFERENCE_ONLY,MD-B10,,YES,REFERENCE_ONLY,,
MD-S018-R0002,MD-S018,authority/strategy/book/Dataset_Seal_and_Freeze_Contract_LOCKED.md,7,Seal preconditions (LOCKED),Seal may be written only when all conditions hold:,79B3A61DD1D8A2D456FAA742C62134826B277183,REFERENCE_ONLY,REFERENCE_ONLY,MD-B10,,YES,REFERENCE_ONLY,,
MD-S018-R0003,MD-S018,authority/strategy/book/Dataset_Seal_and_Freeze_Contract_LOCKED.md,8,Seal preconditions (LOCKED),- run is success-eligible for requested date T and candidate effective date D,D94FE35843BD4E1E5B0586B0713BC87C24117DAD,REFERENCE_ONLY,REFERENCE_ONLY,MD-B10,,YES,REFERENCE_ONLY,,
MD-S018-R0004,MD-S018,authority/strategy/book/Dataset_Seal_and_Freeze_Contract_LOCKED.md,9,Seal preconditions (LOCKED),- eligibility exists for D,1D055D96040FABD24F4355BF1E74B88B60035BD2,REFERENCE_ONLY,REFERENCE_ONLY,MD-B10,,YES,REFERENCE_ONLY,,
MD-S018-R0005,MD-S018,authority/strategy/book/Dataset_Seal_and_Freeze_Contract_LOCKED.md,10,Seal preconditions (LOCKED),"- hashes exist for bars, indicators, and eligibility",6678762CBF76A595F9AD40DCE3D197AADEF8BD40,REFERENCE_ONLY,REFERENCE_ONLY,MD-B10,,YES,REFERENCE_ONLY,,
MD-S018-R0006,MD-S018,authority/strategy/book/Dataset_Seal_and_Freeze_Contract_LOCKED.md,11,Seal preconditions (LOCKED),- seal is being written by the same run context that produced the candidate artifacts,92778903405CF821382D45E1F362229BB03D0000,REFERENCE_ONLY,REFERENCE_ONLY,MD-B10,,YES,REFERENCE_ONLY,,
MD-S018-R0007,MD-S018,authority/strategy/book/Dataset_Seal_and_Freeze_Contract_LOCKED.md,12,Seal preconditions (LOCKED),- immutable source observation references and provenance exist,F48A90DE69B5E5E165DED344398DF4D8C80B8B43,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B10,,YES,NOT_ASSESSED,,
MD-S018-R0008,MD-S018,authority/strategy/book/Dataset_Seal_and_Freeze_Contract_LOCKED.md,13,Seal preconditions (LOCKED),"- identity/universe, calendar/status, price-basis/factor, indicator-set, and output-affecting config versions/hashes are bound",7C28735F62F78471FDECFE906649D1CA681FAA5A,REFERENCE_ONLY,REFERENCE_ONLY,MD-B10,,YES,REFERENCE_ONLY,,
MD-S018-R0009,MD-S018,authority/strategy/book/Dataset_Seal_and_Freeze_Contract_LOCKED.md,14,Seal preconditions (LOCKED),- every publication-bound row snapshot is complete and hash-covered,284A42294BE7ABF6F96CBFCA1B3E66DADD6CE708,REFERENCE_ONLY,REFERENCE_ONLY,MD-B10,,YES,REFERENCE_ONLY,,
MD-S018-R0010,MD-S018,authority/strategy/book/Dataset_Seal_and_Freeze_Contract_LOCKED.md,16,Seal preconditions (LOCKED),Seal is a precondition to final `SUCCESS`; it is not something written after an already-finalized `SUCCESS`.,865909226F3BCA544A2D6B038C13BB69AB78D2BA,REFERENCE_ONLY,REFERENCE_ONLY,MD-B10,,YES,REFERENCE_ONLY,,
MD-S018-R0011,MD-S018,authority/strategy/book/Dataset_Seal_and_Freeze_Contract_LOCKED.md,20,Freeze rule (LOCKED),"- dataset for D must not change in-place, silently or explicitly",6433711D75216362E73BA8EAC4F9B70B8566D82C,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B10,,YES,NOT_ASSESSED,,
MD-S018-R0012,MD-S018,authority/strategy/book/Dataset_Seal_and_Freeze_Contract_LOCKED.md,21,Freeze rule (LOCKED),"- any content correction requires controlled correction flow with new observation/revision selection, new `run_id`, new publication version, new hashes, and reseal",8C4492774EC5311B792A3E7649DD4E85303F6854,REFERENCE_ONLY,REFERENCE_ONLY,MD-B10,,YES,REFERENCE_ONLY,,
MD-S018-R0013,MD-S018,authority/strategy/book/Dataset_Seal_and_Freeze_Contract_LOCKED.md,22,Freeze rule (LOCKED),- prior sealed state must remain auditable,9F946585E3D574EB4D220BB06E65E55293C3AD8A,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B10,,YES,NOT_ASSESSED,,
MD-S018-R0014,MD-S018,authority/strategy/book/Dataset_Seal_and_Freeze_Contract_LOCKED.md,23,Freeze rule (LOCKED),"- operational notes/events may append, but protected content, lineage, source/config/factor bindings, and seal metadata may not be rewritten",ECE9DF6B7DD0AEB02ED35A531AEFD6EF1CD81A2F,REFERENCE_ONLY,REFERENCE_ONLY,MD-B10,,YES,REFERENCE_ONLY,,
MD-S018-R0015,MD-S018,authority/strategy/book/Dataset_Seal_and_Freeze_Contract_LOCKED.md,26,Consumer dependency (LOCKED),Any downstream consumer may read only SEALED datasets.,F9F1F47BCE6C017BC8E976CCFE9333FB469BE475,REFERENCE_ONLY,REFERENCE_ONLY,MD-B10,,YES,REFERENCE_ONLY,,
MD-S018-R0016,MD-S018,authority/strategy/book/Dataset_Seal_and_Freeze_Contract_LOCKED.md,27,Consumer dependency (LOCKED),Unsealed datasets are `not ready` even if the run status is otherwise marked as technically complete.,D1F48C08CEDAC010D7D364DFD49997E56AEBA469,REFERENCE_ONLY,REFERENCE_ONLY,MD-B10,,YES,REFERENCE_ONLY,,
MD-S018-R0017,MD-S018,authority/strategy/book/Dataset_Seal_and_Freeze_Contract_LOCKED.md,30,Anti-drift rule (LOCKED),"For one sealed effective date D, the content hashes, eligibility snapshot, and row set of bars/indicators used for publication must remain frozen.",D3C315D82B3ABA9FE002EEDD41ACB659B95F0EDB,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B10,,YES,NOT_ASSESSED,,
MD-S018-R0018,MD-S018,authority/strategy/book/Dataset_Seal_and_Freeze_Contract_LOCKED.md,31,Anti-drift rule (LOCKED),"Operational metadata may grow later through extra run events or operator notes, but the sealed content itself must not drift.",D3924428516F2416146740D17377572A2793B9E4,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B10,,YES,NOT_ASSESSED,,
MD-S018-R0019,MD-S018,authority/strategy/book/Dataset_Seal_and_Freeze_Contract_LOCKED.md,33,Anti-drift rule (LOCKED),Seal is not evidence that semantic meaning is correct by itself. A sealed publication produced under obsolete or invalid contracts remains subject to audit findings and may only be corrected through a new revision/publication.,EB813B0B997EFFFB25B6438A015655A0939EC2AE,REFERENCE_ONLY,REFERENCE_ONLY,MD-B10,,YES,REFERENCE_ONLY,,
MD-S018-R0020,MD-S018,authority/strategy/book/Dataset_Seal_and_Freeze_Contract_LOCKED.md,37,Capability boundary (LOCKED),"**What a seal proves.** That the content bound to a publication was fixed at seal time, that its hashes were computed over the declared payload, and that later mutation through guarded paths is rejected.",5FE8455A1EE8993399ED8B9790AE5D98A877A13A,REFERENCE_ONLY,REFERENCE_ONLY,MD-B10,,YES,REFERENCE_ONLY,,
MD-S018-R0021,MD-S018,authority/strategy/book/Dataset_Seal_and_Freeze_Contract_LOCKED.md,39,Capability boundary (LOCKED),**What it cannot prove.**,08C93A1FF6992B53A8583F92C439CE960AE51ACB,REFERENCE_ONLY,REFERENCE_ONLY,MD-B10,,YES,REFERENCE_ONLY,,
MD-S018-R0022,MD-S018,authority/strategy/book/Dataset_Seal_and_Freeze_Contract_LOCKED.md,41,Capability boundary (LOCKED),"- **That the sealed content is correct.** A seal preserves faithfully whatever was presented to it. Wrong values seal exactly as well as right ones, and the resulting hash is equally valid.",0208A69524EBBF7EB049075EB598A8D41F7E2239,REFERENCE_ONLY,REFERENCE_ONLY,MD-B10,,YES,REFERENCE_ONLY,,
MD-S018-R0023,MD-S018,authority/strategy/book/Dataset_Seal_and_Freeze_Contract_LOCKED.md,42,Capability boundary (LOCKED),"- **That everything relevant was inside the seal.** Only declared payload participates in the hash. A field, annotation, or reason set excluded from the hash definition can differ between two publications that hash identically.",A5BD23A6ADD66EECB1168A018118A8B0E8C4CC1B,REFERENCE_ONLY,REFERENCE_ONLY,MD-B10,,YES,REFERENCE_ONLY,,
MD-S018-R0024,MD-S018,authority/strategy/book/Dataset_Seal_and_Freeze_Contract_LOCKED.md,43,Capability boundary (LOCKED),"- **That the inputs were complete.** A seal over a dataset missing an entire listing, or a session the calendar never recorded, is a valid seal over an incomplete truth.",956B46BF27CACCE43C31F6298DB73121A4D45880,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B10,,YES,NOT_ASSESSED,,
MD-S018-R0025,MD-S018,authority/strategy/book/Dataset_Seal_and_Freeze_Contract_LOCKED.md,45,Capability boundary (LOCKED),"Consequently `SEALED` may be cited as evidence of **fixity and reproducibility**, never as evidence of **correctness or completeness**.",6EA0B00C36FED6965BEE779C8B6B1ACAA0541D58,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B10,,YES,NOT_ASSESSED,,
MD-S018-R0026,MD-S018,authority/strategy/book/Dataset_Seal_and_Freeze_Contract_LOCKED.md,49,Protected content scope (LOCKED),"The frozen identity includes bars, analytical price products, indicators, eligibility facts, observation references, temporal universe/calendar/status versions, corporate-action/factor revisions, config snapshot/hash, formula/version identity, content hashes, and lineage links.",2F5F9A9F8041808E87F48042410182A176D92A3C,REFERENCE_ONLY,REFERENCE_ONLY,MD-B10,,YES,REFERENCE_ONLY,,
MD-S018-R0027,MD-S018,authority/strategy/book/Dataset_Seal_and_Freeze_Contract_LOCKED.md,51,Protected content scope (LOCKED),"Database administration, repair utilities, or migrations must not bypass this scope. Mutation guard failure must leave the current pointer unchanged and emit audit evidence.",FE010E307512B180D5D505ED062C0B1980D8DE57,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B10,,YES,NOT_ASSESSED,,
MD-S019-R0001,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,4,Purpose,"List the non-negotiable invariants that keep Market Data Platform deterministic, reproducible, auditable, and safe for downstream publication.",0B2A7DFEFC421FF5380171EB8FF06AF3B19E4CEE,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S019-R0002,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,6,Purpose,This document is the compact invariant layer.,21C7D0275D2C5B40BC9050FE0F9220C183412343,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S019-R0003,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,7,Purpose,"It does not replace the detailed contracts for formulas, hashing, seal, publication, correction, replay, or consumer read behavior.",A938F4CFE0EAFAB6EAA9FE93D8418BC08BA0FD7F,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S019-R0004,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,8,Purpose,It binds them together.,AED334046AC2C33E438203D99D30E12B46F803A4,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S019-R0005,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,13,Invariant 1 — Same semantic content and bindings imply same content hashes,"If the consumer-visible canonical values, annotations, row membership, and stable observation/config/temporal/factor/product/formula/read-model bindings for trade date D are identical, then:",4DAE853302833CE6BA4A8841E11EC14075403680,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S019-R0006,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,14,Invariant 1 — Same semantic content and bindings imply same content hashes,- `bars_batch_hash` must be identical,B649BD8D95E19A42E49551B688A2820EB8501A79,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B04,,YES,NOT_ASSESSED,,
MD-S019-R0007,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,15,Invariant 1 — Same semantic content and bindings imply same content hashes,- `indicators_batch_hash` must be identical,7148F3CC068C18D7CB0E332574B6797B05E64F70,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B04,,YES,NOT_ASSESSED,,
MD-S019-R0008,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,16,Invariant 1 — Same semantic content and bindings imply same content hashes,- `eligibility_batch_hash` must be identical,7A441E06EBD94BE4ED5243CE0C5105CD7237883F,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B04,,YES,NOT_ASSESSED,,
MD-S019-R0009,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,18,Invariant 1 — Same semantic content and bindings imply same content hashes,This must hold across reruns and replay.,4CA4C910E836E6A7B24EC1BFFE4F30293DFF00F7,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B04,,YES,NOT_ASSESSED,,
MD-S019-R0010,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,21,Invariant 2 — Different `run_id` alone must not change content identity,"If only volatile run provenance changes, such as:",9847F45830164DC281B8C11B6C133D3FC28CA277,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S019-R0011,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,23,Invariant 2 — Different `run_id` alone must not change content identity,- timestamps,5CF1882C27A69A466D0096E501A9B8F161D8C6BD,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S019-R0012,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,24,Invariant 2 — Different `run_id` alone must not change content identity,- operator identity,8DD735D61CC7E462A5589C1F364DAC6AE09D9059,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S019-R0013,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,25,Invariant 2 — Different `run_id` alone must not change content identity,- audit notes,428CC6BCA9E64BF8B4A1BEED8CA4F3A2B5F00F0E,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S019-R0014,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,27,Invariant 2 — Different `run_id` alone must not change content identity,"and all semantic bindings remain identical, then artifact content hashes must remain identical.",B50067687A31BBC4D3D2DB59ECF08C68D79FC0C1,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B04,,YES,NOT_ASSESSED,,
MD-S019-R0015,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,30,Invariant 3 — Changed consumer-visible content must change the relevant hash,"If any consumer-visible artifact content for D changes, then the relevant artifact hash must change.",8355040A5D7CF0ABD5C42C4769BA1690B58EADAF,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B04,,YES,NOT_ASSESSED,,
MD-S019-R0016,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,33,Invariant 3 — Changed consumer-visible content must change the relevant hash,- changed canonical bar value,0D4EFD98712105801BB064CA35F292F74C2B1377,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S019-R0017,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,34,Invariant 3 — Changed consumer-visible content must change the relevant hash,- changed indicator value,0407BCFCFE2C9A3920E410811ABF7D23264C4B8E,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S019-R0018,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,35,Invariant 3 — Changed consumer-visible content must change the relevant hash,- changed eligibility row,10B03F55EA0353541BC422ECA27A0ABB3793D314,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S019-R0019,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,36,Invariant 3 — Changed consumer-visible content must change the relevant hash,- changed blocking reason code,6915392D77F574CF808F78AD0F062C307DEDFDB1,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S019-R0020,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,37,Invariant 3 — Changed consumer-visible content must change the relevant hash,- changed included row set,EB3562343D5EBF12319F85D35DD4ECFFF00DC66B,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S019-R0021,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,38,Invariant 3 — Changed consumer-visible content must change the relevant hash,"- changed observation manifest, config snapshot, factor set, product/formula/read-model version, or temporal revision binding",EA0A33B8E9BF8D9781738222BD1DD3E8A82A4E9A,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S019-R0022,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,41,Invariant 4 — One logical readable date resolves to one current sealed publication,For one readable trade date D:,7ED2EE6B6589B56F3DB1B386B91647BD224CE2F0,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S019-R0023,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,42,Invariant 4 — One logical readable date resolves to one current sealed publication,- exactly one publication may be current,F6B612DE68B3EACC9B487B99F90B6402EAD60239,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S019-R0024,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,43,Invariant 4 — One logical readable date resolves to one current sealed publication,- only that current publication is consumer-readable,0756697BDDCD6C41062E29B486AADE7988A919E2,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S019-R0025,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,44,Invariant 4 — One logical readable date resolves to one current sealed publication,- superseded publications are audit-only,D77D52D23C4994EE57309B58EBAC68B6FE424ED8,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S019-R0026,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,47,Invariant 5 — No mixed-publication reads,A consumer read for D must not mix rows across:,A5F28284466AE941C129BBC0012349D853DD04BC,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B04,,YES,NOT_ASSESSED,,
MD-S019-R0027,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,48,Invariant 5 — No mixed-publication reads,- different `run_id`,2A77CD9C593138E39B783B8A78FBF3605BBC29A6,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S019-R0028,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,49,Invariant 5 — No mixed-publication reads,- different `publication_version`,D170FF592ED41CFC700C671CCB2048C6169D1B52,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S019-R0029,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,50,Invariant 5 — No mixed-publication reads,- current and superseded publication states,BE66B15A149A929CDF9D17FB39DFB2544C0697DB,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S019-R0030,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,52,Invariant 5 — No mixed-publication reads,"Bars, indicators, and eligibility for one logical read must come from one coherent publication context.",856A85EAD0EE8214BD2BFFFADA4A377576E6E739,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B04,,YES,NOT_ASSESSED,,
MD-S019-R0031,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,55,Invariant 6 — No unsealed readable publication,An unsealed candidate dataset is not readable.,1BF253331C9797F3022CF611B0CD278F6DD03079,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S019-R0032,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,56,Invariant 6 — No unsealed readable publication,Readable state requires current sealed publication semantics.,DC8624E7CF28DA97987EF8E2714BB069714BC393,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S019-R0033,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,59,Invariant 7 — Effective-date resolution must be explicit,Readable fallback must be resolved explicitly through effective-date rules.,0FD4B8B8A79475BE5842685B65D01131A229651D,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B04,,YES,NOT_ASSESSED,,
MD-S019-R0034,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,60,Invariant 7 — Effective-date resolution must be explicit,It must not be guessed from:,3B06641A91E0E5DA3C0DF171099561264315B56B,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B04,,YES,NOT_ASSESSED,,
MD-S019-R0035,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,61,Invariant 7 — Effective-date resolution must be explicit,- latest raw date,77067E49B86980AF1A8577637B7436F0620FF349,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S019-R0036,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,62,Invariant 7 — Effective-date resolution must be explicit,- latest inserted row,18F68D495853B5BA134F15FB02329841DC013DF6,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S019-R0037,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,63,Invariant 7 — Effective-date resolution must be explicit,- latest updated row,CAFA1350DA649193FA9288E150DC6329FE01DB64,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S019-R0038,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,64,Invariant 7 — Effective-date resolution must be explicit,- largest `run_id`,3CF242AFF011A17B3B27EB5863649481482F8265,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S019-R0039,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,67,Invariant 8 — Trading-day traversal is deterministic,Any window reference such as:,427DBA12E9703979AAA664D8F40313837FFDB3BA,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S019-R0040,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,71,Invariant 8 — Trading-day traversal is deterministic,- inclusive-20,556DF677765EF1DED6B296FB35BB235EA4593E20,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S019-R0041,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,72,Invariant 8 — Trading-day traversal is deterministic,- ATR14 warmup,2DF65B70AF0352D4CAA65B5FAD427506ADA8E2AE,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S019-R0042,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,74,Invariant 8 — Trading-day traversal is deterministic,"must be evaluated by trading-day sequence, not by calendar subtraction.",E00EFB3B5615080A4778545231FC4CC989355A41,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B04,,YES,NOT_ASSESSED,,
MD-S019-R0043,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,77,Invariant 9 — One coherent price product per analytical run,"Every analytical run binds one explicit, versioned price-product and factor-set identity.",350DC5C92E03AFDE2D18BBA152472B9BB540E446,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S019-R0044,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,79,Invariant 9 — One coherent price product per analytical run,For Weekly Swing technical indicators:,0C8E95FA6008EFDAD71FEE0FA76F42F7EBF52124,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S019-R0045,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,81,Invariant 9 — One coherent price product per analytical run,- the target product is `STRUCTURAL_ADJUSTED`;,ACF5A58A9C6DFAFDC1AC75D0D38F845046F8C5C7,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S019-R0046,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,82,Invariant 9 — One coherent price product per analytical run,"- open, high, low, close, previous close, and applicable volume transformations come from the same verified factor chain;",D8A283DD822BA4FD47F65ECE968B980CBD513026,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S019-R0047,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,83,Invariant 9 — One coherent price product per analytical run,"- provider `adj_close`, RAW `close`, or another product cannot be selected as a per-date fallback;",BCDEBDA8A6ACE28B5B2380743CBA6093F4C1512A,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S019-R0048,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,84,Invariant 9 — One coherent price product per analytical run,- missing or conflicting verified factor state produces explicit `NULL`/invalid/contaminated output rather than a mixed-scale vector.,944B901E3E35B023853123D96D9E1E59BEE593EC,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S019-R0049,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,87,Invariant 10 — Insufficient history must not be faked,If the required history window is not satisfied:,59EFC002269F08AB1F209F609D7DCE32FA55CFB1,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B04,,YES,NOT_ASSESSED,,
MD-S019-R0050,MD-S019,authority/strategy/book/Determinism_Invariants_LOCKED.md,88,Invariant 10 — Insufficient history must not be faked,- dependent indicator output must not be fabricated,F059E360E6A98C16BE12FB0D94D17C37056DA9E3,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B04,,YES,NOT_ASSESSED,,
