rule_id,active,strategy_stage,rule_class,coverage_requirement,applicability,strategy_owner,source_heading,source_line,rule_text,rule_fingerprint_sha1,verification_build_stage,implementation_ref,test_ref,evidence_ref,residue_state,coverage_status,proof_or_runtime_verdict,open_finding,notes
WS-CROSS-LIFE-R059,YES,CROSS,ORCHESTRATION,REFERENCE_ONLY,MANDATORY,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,High-Trust Proof Controls Across WS-S06..WS-S11,229,The required proof chain additionally enforces:,940BCD7EDB904FAD4CA8B4E14BBAD43069621AB8,WS-B12,N/A,N/A,N/A,N/A,REFERENCE_ONLY,N/A,,Added by D-WS-20260819-05 high-trust strategy strengthening.
WS-S06-LIFE-R005,YES,WS-S06,ORCHESTRATION,REQUIRED,MANDATORY,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,High-Trust Proof Controls Across WS-S06..WS-S11,231,"`WS-S06`: operational recommendation-availability timestamping, committed post-entry exposure resolution, benchmark/excess-return inputs, tail/path-risk metrics, capacity metrics, and date-clustered statistical inputs;",1669BC97A662B021A008C014912BA971E9B50CD8,WS-B08,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,Added by D-WS-20260819-05 high-trust strategy strengthening.
WS-S07-LIFE-R008,YES,WS-S07,ORCHESTRATION,REQUIRED,MANDATORY,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,High-Trust Proof Controls Across WS-S06..WS-S11,232,"`WS-S07`: complete trial ledger, selection-bias/multiple-testing control, DSR, PBO when computable, robust parameter-plateau review, economic-significance floor, benchmark uplift, tail-risk and Top-K acceptance;",65E3E10D2D6EF708ED166AF0F0BBF6DDF28CFC47,WS-B09,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,Added by D-WS-20260819-05 high-trust strategy strengthening.
WS-S08-LIFE-R004,YES,WS-S08,ORCHESTRATION,REQUIRED,MANDATORY,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,High-Trust Proof Controls Across WS-S06..WS-S11,233,`WS-S08`: purged IS/OOS boundary and protected OOS suffix; once OOS outcome is read it becomes consumed and cannot be reused as untouched proof for a materially changed identity;,EEB5BC872A3ED9A1A3C89C20BB4097583996EC90,WS-B10,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,Added by D-WS-20260819-05 high-trust strategy strengthening.
WS-S09-LIFE-R005,YES,WS-S09,ORCHESTRATION,REQUIRED,MANDATORY,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,High-Trust Proof Controls Across WS-S06..WS-S11,234,`WS-S09`: exact membership/rank stress under more adverse friction plus reference-notional/capacity assumptions;,5EBBA0CE5AFE0728D807610898B4B0FEF7D5245C,WS-B10,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,Added by D-WS-20260819-05 high-trust strategy strengthening.
WS-S10-LIFE-R011,YES,WS-S10,ORCHESTRATION,REQUIRED,MANDATORY,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,High-Trust Proof Controls Across WS-S06..WS-S11,235,"`WS-S10`: live-available publication timing, minimum decision lead time, causal executable outcomes including exit delays, and live-equivalent ranking/capacity/tail behavior;",DDD5093A03D40020450DFEB55AD5F5372E804E62,WS-B11,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,Added by D-WS-20260819-05 high-trust strategy strengthening.
WS-S11-LIFE-R007,YES,WS-S11,ORCHESTRATION,REQUIRED,MANDATORY,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,High-Trust Proof Controls Across WS-S06..WS-S11,236,`WS-S11`: production-use review plus continuing 20/60-trading-day health monitoring and deterministic suspension/revalidation boundary.,98D181FB78D9CE03A312750A0908AA8C12D9EAAC,WS-B12,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,Added by D-WS-20260819-05 high-trust strategy strengthening.
WS-CROSS-LIFE-R060,YES,CROSS,ORCHESTRATION,REQUIRED,MANDATORY,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,High-Trust Proof Controls Across WS-S06..WS-S11,238,None of these controls may be relaxed after seeing a negative downstream outcome merely to preserve progression.,62B3B34D9F7A7CCB31D2C2D30CFC71C4FC83C4A0,WS-B12,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,Added by D-WS-20260819-05 high-trust strategy strengthening.
WS-CROSS-LIFE-R023,YES,CROSS,ORCHESTRATION,REFERENCE_ONLY,MANDATORY,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,Canonical Stop / Failure Routing,242,Required core lifecycle must fail closed where evidence is actually required:,0660AD2D2CA496219CA0119D289A938713B529F8,WS-B12,N/A,N/A,N/A,N/A,REFERENCE_ONLY,N/A,,
WS-CROSS-LIFE-R024,YES,CROSS,ORCHESTRATION,REQUIRED,MANDATORY,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,Canonical Stop / Failure Routing,244,invalid/untrusted required EOD Market Data → do not create recommendation from affected path;,C14C1524F128D0F067E6E81CC00D89B7CFC9575D,WS-B12,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-CROSS-LIFE-R025,YES,CROSS,ORCHESTRATION,REQUIRED,MANDATORY,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,Canonical Stop / Failure Routing,245,zero eligible candidates → `NO QUALIFIED TOP PICKS`;,FC7A5D1A08C37278F2FBA0D2A468D1B7B187E11E,WS-B12,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-CROSS-LIFE-R026,YES,CROSS,ORCHESTRATION,REQUIRED,MANDATORY,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,Canonical Stop / Failure Routing,246,zero final qualified candidates → `NO QUALIFIED TOP PICKS`;,994160858DB3F3F1E0A7E2ABCF65E317E9F22C21,WS-B12,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-CROSS-LIFE-R027,YES,CROSS,ORCHESTRATION,REQUIRED,MANDATORY,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,Canonical Stop / Failure Routing,247,"missing/stale/incomplete CONFIRM data → `UNAVAILABLE_RETRYABLE` (or `EXPIRED_UNCONFIRMED` after window closes), **not core failure**;",C449FBB586EE49386F4B4CBAD14A2193ACCE6B9B,WS-B12,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-CROSS-LIFE-R028,YES,CROSS,ORCHESTRATION,REQUIRED,MANDATORY,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,Canonical Stop / Failure Routing,248,"validly evaluated Top Pick fails CONFIRM → `NOT_ACTIONABLE`, no fallback ticker promotion;",89B18A5DBA7851FA4A5AAEB4D75D0BD907A8287A,WS-B12,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-CROSS-LIFE-R029,YES,CROSS,ORCHESTRATION,REQUIRED,MANDATORY,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,Canonical Stop / Failure Routing,249,"insufficient required IS/OOS/core-shadow sample → `INSUFFICIENT EVIDENCE`, not PASS;",B29FCAD63B313DA31CA7519B570E1E2E36650F25,WS-B12,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-CROSS-LIFE-R030,YES,CROSS,ORCHESTRATION,REQUIRED,MANDATORY,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,Canonical Stop / Failure Routing,250,any required core proof gate fails → core production-use path stops;,220C88F9EE18D1AC5E50342A3A0640B0AFBA3840,WS-B12,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-CROSS-LIFE-R031,YES,CROSS,ORCHESTRATION,REQUIRED,CONDITIONAL_ACTIVE,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,Canonical Stop / Failure Routing,251,insufficient optional CONFIRM proof → CONFIRM remains unproven; core proof remains unchanged;,E4A189D4F7B85B3E41B19409F6B1391EA03A9BB5,WS-B12,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-CROSS-LIFE-R032,YES,CROSS,ORCHESTRATION,REQUIRED,MANDATORY,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,Canonical Stop / Failure Routing,252,material strategy change after proof → proof identity resets for the affected behavior and required stages must be rerun.,20BD8659075DADE1D93A3696138F81D543A2FAF7,WS-B12,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-CROSS-LIFE-R033,YES,CROSS,ORCHESTRATION,REFERENCE_ONLY,CONDITIONAL_ACTIVE,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,Identity Continuity Rule,256,Runtime and proof are comparable only when the material identity remains bound across:,C82651F85DA254932CB01885CE46C880E012FBA3,WS-B12,N/A,N/A,N/A,N/A,REFERENCE_ONLY,N/A,,
WS-CROSS-LIFE-R034,YES,CROSS,ORCHESTRATION,REQUIRED,MANDATORY,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,Identity Continuity Rule,257,candidate eligibility semantics;,66E1BBA8ED6CCD6EB3A7A6357C46ABA0C041085A,WS-B12,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-CROSS-LIFE-R035,YES,CROSS,ORCHESTRATION,REQUIRED,MANDATORY,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,Identity Continuity Rule,258,score transforms/weights;,B46B748BC50475FE7C8F8810A1EF6F0CAA7C24E6,WS-B12,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-CROSS-LIFE-R036,YES,CROSS,ORCHESTRATION,REQUIRED,MANDATORY,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,Identity Continuity Rule,259,final recommendation qualification/ranking;,EBED3936BEEF8D33F8C4706BFA48BA30F7D16336,WS-B12,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-CROSS-LIFE-R037,YES,CROSS,ORCHESTRATION,REQUIRED,MANDATORY,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,Identity Continuity Rule,260,entry/exit/horizon model;,F53049CA3AD9AA6C6061B74E62882366E73A32A3,WS-B12,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-CROSS-LIFE-R038,YES,CROSS,ORCHESTRATION,REQUIRED,MANDATORY,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,Identity Continuity Rule,261,transaction-cost/slippage profile for the evaluated proof;,196EFC7746E1BCC6898A849A0F1742F011487DAC,WS-B12,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-CROSS-LIFE-R039,YES,CROSS,ORCHESTRATION,REQUIRED,CONDITIONAL_ACTIVE,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,Identity Continuity Rule,262,CONFIRM semantics only when CONFIRM capability proof/status is being claimed;,790F0B6CBCFBCA2449A90E64D9899A516C7A74D4,WS-B12,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-CROSS-LIFE-R040,YES,CROSS,ORCHESTRATION,REQUIRED,MANDATORY,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,Identity Continuity Rule,263,"Market Data requested/effective date, publication/read-model/config/formula/factor identity required by the producer-facing read contract.",24AF015F187987EC92664F95075D35711DA69127,WS-B12,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-CROSS-LIFE-R041,YES,CROSS,ORCHESTRATION,REQUIRED,MANDATORY,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,Identity Continuity Rule,265,A material change creates a new proof identity. Historical PASS cannot be administratively inherited by behavior that was not actually tested.,F1B06073E6B9B805E35936AE55842823AF0A750E,WS-B12,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-CROSS-LIFE-R042,YES,CROSS,ORCHESTRATION,REQUIRED,CONDITIONAL_ACTIVE,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,End-to-End Completion Definition,269,"Weekly Swing **core runtime is complete** when `WS-S00..WS-S04` define an unambiguous deterministic path through final ranked Top Picks, including valid empty output.",3CF21FFC998146D051F4E63C782A076ED38B12E1,WS-B12,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-CROSS-LIFE-R043,YES,CROSS,ORCHESTRATION,REQUIRED,CONDITIONAL_ACTIVE,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,End-to-End Completion Definition,271,"`WS-S05` is an optional capability branch. Lack of CONFIRM data, implementation, or successful evaluation does not make the core runtime incomplete.",831D849E78E67DCF168AC96537B915434F35AAC4,WS-B12,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-CROSS-LIFE-R044,YES,CROSS,ORCHESTRATION,REQUIRED,CONDITIONAL_ACTIVE,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,End-to-End Completion Definition,273,"Weekly Swing **core proof is complete** when `WS-S06..WS-S11` establish sufficient IS, untouched OOS, friction robustness, and core forward-shadow evidence for the exact final-Top-Picks behavior.",547CCC13DE819F5F014F25E915BFFBF344071AC7,WS-B12,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-CROSS-LIFE-R045,YES,CROSS,ORCHESTRATION,REQUIRED,CONDITIONAL_ACTIVE,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,End-to-End Completion Definition,275,CONFIRM is **capability-proven** only when separate forward decision-time evidence is sufficient. `CONFIRM_UNPROVEN` is compatible with core strategy proof-complete status.,10A4D833E6286EBC11FBA91517C19037670D57B5,WS-B12,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-CROSS-LIFE-R046,YES,CROSS,ORCHESTRATION,REQUIRED,MANDATORY,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,End-to-End Completion Definition,277,Downstream realization of Weekly Swing must preserve these required-vs-optional dependencies; a different realization structure cannot make CONFIRM a prerequisite for core completion.,0242BCC7B0759B42E23BE422A34719CB784D6669,WS-B12,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S11-LIFE-R008,YES,WS-S11,ORCHESTRATION,REQUIRED,MANDATORY,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,Production Continuation Rule,281,"`WS-S11` approval is a gate into monitored use, not a permanent terminal certificate. While strategy remains user-facing, health monitoring is part of the active strategy contract. Confirmed material degradation can suspend new recommendation publication without rewriting historical recommendations. Restart after suspension requires evidence appropriate to the root cause and any changed strategy identity.",DCD17B629B4E945DC8711D83A60FC498237E9E80,WS-B12,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,Added by D-WS-20260819-05 high-trust strategy strengthening.
WS-CROSS-LIFE-R047,YES,CROSS,ORCHESTRATION,REQUIRED,CONDITIONAL_ACTIVE,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,Final Invariants,285,Stage IDs `WS-S00..WS-S11` are authoritative; `WS-S05` is explicitly optional and not a required predecessor of `WS-S06`.,2D357C026F7703CD5CF2FC9341CCB9F4AB522F52,WS-B12,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-CROSS-LIFE-R048,YES,CROSS,ORCHESTRATION,REQUIRED,MANDATORY,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,Final Invariants,286,Absolute quality and required EOD data validity precede scoring/ranking.,C44D9A3F1929EF68D963334EB3B586FB98D8FAFF,WS-B12,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-CROSS-LIFE-R049,YES,CROSS,ORCHESTRATION,REQUIRED,MANDATORY,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,Final Invariants,287,Candidate classification precedes scoring; only `RECOMMENDATION_CANDIDATES` receive the canonical recommendation-path score.,F5A63D9F50BF918A817FFD773AB57D84AA55070A,WS-B12,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-CROSS-LIFE-R050,YES,CROSS,ORCHESTRATION,REQUIRED,MANDATORY,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,Final Invariants,288,PLAN precedes and is immutable before final RECOMMENDATION.,215334E340C56FC5FEC0526B5EF4F14D10955434,WS-B12,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-CROSS-LIFE-R051,YES,CROSS,ORCHESTRATION,REQUIRED,MANDATORY,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,Final Invariants,289,Final Top Picks come only from final qualification and may be empty.,D011B6F26330D28C3DBAC21379C648D1A7D4D9F0,WS-B12,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-CROSS-LIFE-R052,YES,CROSS,ORCHESTRATION,REQUIRED,MANDATORY,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,Final Invariants,290,Core Weekly Swing completes at final Top Picks; CONFIRM availability cannot invalidate that output.,4538DB6AA0AD748EC1DC109764EA28EF6635A6AF,WS-B12,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-CROSS-LIFE-R053,YES,CROSS,ORCHESTRATION,REQUIRED,MANDATORY,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,Final Invariants,291,CONFIRM may add actionability evidence but cannot create/reorder recommendations.,64CCBE711704D4618E1E8789040A82493C277CAB,WS-B12,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-CROSS-LIFE-R054,YES,CROSS,ORCHESTRATION,REQUIRED,MANDATORY,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,Final Invariants,292,"Missing/stale/incomplete CONFIRM data is availability uncertainty, not `NOT_ACTIONABLE` and not core failure.",F161E2A42DED4BA9B6007146BACC21E7BF0B0D35,WS-B12,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-CROSS-LIFE-R055,YES,CROSS,ORCHESTRATION,REQUIRED,MANDATORY,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,Final Invariants,293,"Backtest/OOS proof measures final Top Picks, not a PLAN proxy.",3871E3098E133ADB6A1F1E1161BED88EA776A7A7,WS-B12,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-CROSS-LIFE-R056,YES,CROSS,ORCHESTRATION,REQUIRED,MANDATORY,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,Final Invariants,294,Core real-use eligibility requires realistic friction plus core forward-shadow validation; CONFIRM proof is capability-specific.,CB2CBA98CFC06579092DBCA180749500E4F44506,WS-B12,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-CROSS-LIFE-R057,YES,CROSS,ORCHESTRATION,REQUIRED,MANDATORY,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,Final Invariants,295,Failure/insufficient required evidence never triggers automatic rule relaxation or fallback promotion.,55AF0C13EF4D7D962835F10651F38F80ED9F7FB6,WS-B12,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-CROSS-LIFE-R058,YES,CROSS,ORCHESTRATION,REQUIRED,MANDATORY,authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,Final Invariants,296,Material strategy change invalidates inherited proof for affected behavior.,D3229FCC94F7413EF6744307B31480DD477B19D7,WS-B12,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S06-HIST-R001,YES,WS-S06,PROOF_BEHAVIOR,REFERENCE_ONLY,MANDATORY,authority/strategy/WS_HISTORICAL_EVALUATION_STRATEGY.md,Purpose,5,"Backtest dan calibration harus membuktikan behavior yang benar-benar dipakai pengguna: **final qualified RECOMMENDATION/TOP_PICKS**, bukan PLAN candidate state sebagai proxy.",E26CCA05C776724966D656FEA7C99C0973F0A778,WS-B08,N/A,N/A,N/A,N/A,REFERENCE_ONLY,N/A,,
WS-S06-HIST-R002,YES,WS-S06,PROOF_BEHAVIOR,REFERENCE_ONLY,MANDATORY,authority/strategy/WS_HISTORICAL_EVALUATION_STRATEGY.md,Purpose,7,"Evaluation harus point-in-time, reproducible, executable-price aware, dan net of realistic trading friction.",AC1FA9CC0B177B1E9A03940B47F75DB139352F12,WS-B08,N/A,N/A,N/A,N/A,REFERENCE_ONLY,N/A,,
WS-S06-HIST-R003,YES,WS-S06,PROOF_BEHAVIOR,REFERENCE_ONLY,MANDATORY,authority/strategy/WS_HISTORICAL_EVALUATION_STRATEGY.md,Purpose,9,Default evaluation window adalah 2 tahun. Window berbeda harus mempunyai evaluation identity berbeda.,2F13266CF2946BA687550F218E845B8AB01A34F4,WS-B08,N/A,N/A,N/A,N/A,REFERENCE_ONLY,N/A,,
WS-S06-HIST-R004,YES,WS-S06,PROOF_BEHAVIOR,REFERENCE_ONLY,CONDITIONAL_ACTIVE,authority/strategy/WS_HISTORICAL_EVALUATION_STRATEGY.md,Purpose,11,Historical evaluation tidak boleh membuat synthetic historical CONFIRM dari informasi yang tidak tersedia pada decision time. Baseline backtest/OOS dan core forward shadow membuktikan final **EOD Top Picks**. Optional D+1 CONFIRM actionability hanya dibuktikan secara forward bila valid decision-time data tersedia; kekurangan CONFIRM data tidak memengaruhi core proof verdict.,B44E91DDC0E22264AA4C8D95F3E2550D716AF57A,WS-B08,N/A,N/A,N/A,N/A,REFERENCE_ONLY,N/A,,
WS-S06-HIST-R005,YES,WS-S06,PROOF_BEHAVIOR,REFERENCE_ONLY,MANDATORY,authority/strategy/WS_HISTORICAL_EVALUATION_STRATEGY.md,Lifecycle Position,15,**Stage:** `WS-S06` — Historical Evaluation Model.,D15F561A9143881D8AD0B4D6BE0105E93BA627A4,WS-B08,N/A,N/A,N/A,N/A,REFERENCE_ONLY,N/A,,
WS-S06-HIST-R006,YES,WS-S06,PROOF_BEHAVIOR,REFERENCE_ONLY,MANDATORY,authority/strategy/WS_HISTORICAL_EVALUATION_STRATEGY.md,Lifecycle Position,16,**Consumes:** exact frozen EOD selection/trade-plan semantics from `WS-S01..WS-S04` and historical point-in-time Market Data.,866EE76CDE3D26CAF273BB054F4562BA2D89329B,WS-B08,N/A,N/A,N/A,N/A,REFERENCE_ONLY,N/A,,
WS-S06-HIST-R007,YES,WS-S06,PROOF_BEHAVIOR,REFERENCE_ONLY,MANDATORY,authority/strategy/WS_HISTORICAL_EVALUATION_STRATEGY.md,Lifecycle Position,17,**Produces:** causal executable final-Top-Pick outcomes suitable for IS/OOS evaluation.,3E9A2DEF82EDF19537CAAD179E8DE144FCC98E18,WS-B08,N/A,N/A,N/A,N/A,REFERENCE_ONLY,N/A,,
WS-S06-HIST-R008,YES,WS-S06,PROOF_BEHAVIOR,REFERENCE_ONLY,MANDATORY,authority/strategy/WS_HISTORICAL_EVALUATION_STRATEGY.md,Lifecycle Position,18,**Next:** `WS-S07` IS sufficiency and winner freeze.,0DBF8346071B801442C94D56E3941920448B30D0,WS-B08,N/A,N/A,N/A,N/A,REFERENCE_ONLY,N/A,,
WS-S06-HIST-R009,YES,WS-S06,PROOF_BEHAVIOR,REFERENCE_ONLY,MANDATORY,authority/strategy/WS_HISTORICAL_EVALUATION_STRATEGY.md,Inputs,22,Evaluation menggunakan:,90CE6B76D3262FF67B64148DE590C100BCC19EB8,WS-B08,N/A,N/A,N/A,N/A,REFERENCE_ONLY,N/A,,
WS-S06-HIST-R010,YES,WS-S06,PROOF_BEHAVIOR,REQUIRED,MANDATORY,authority/strategy/WS_HISTORICAL_EVALUATION_STRATEGY.md,Inputs,23,historical authoritative Market Data EOD publication/read product under `WS_MARKET_DATA_INPUT_REQUIREMENTS.md`;,E28DFE69375EA344B32E675F5F62C350AE3EF282,WS-B08,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S06-HIST-R011,YES,WS-S06,PROOF_BEHAVIOR,REQUIRED,MANDATORY,authority/strategy/WS_HISTORICAL_EVALUATION_STRATEGY.md,Inputs,24,trading calendar yang sah;,B6EDBB420BFB07F31F912C3F79232BC12ABFA26A,WS-B08,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S06-HIST-R012,YES,WS-S06,PROOF_BEHAVIOR,REQUIRED,MANDATORY,authority/strategy/WS_HISTORICAL_EVALUATION_STRATEGY.md,Inputs,25,exact Weekly Swing strategy identity;,63403E5B6BA24802FD6B8175355E953D6872EC09,WS-B08,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S06-HIST-R013,YES,WS-S06,PROOF_BEHAVIOR,REQUIRED,MANDATORY,authority/strategy/WS_HISTORICAL_EVALUATION_STRATEGY.md,Inputs,26,deterministic paramset/grid yang dibekukan sebelum outcome dibaca.,9103AE7D190107B3C3B9A53FE3347BB078FEC810,WS-B08,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S06-HIST-R014,YES,WS-S06,PROOF_BEHAVIOR,REQUIRED,MANDATORY,authority/strategy/WS_HISTORICAL_EVALUATION_STRATEGY.md,A. Point-in-Time and Universe Rules,30,Universe evaluation mengikuti Weekly Swing eligibility pada historical `asof_eod_date`.,2A4AA4AF859AB80BDED1DBAF7B75D5179F63422E,WS-B08,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S06-HIST-R015,YES,WS-S06,PROOF_BEHAVIOR,REQUIRED,MANDATORY,authority/strategy/WS_HISTORICAL_EVALUATION_STRATEGY.md,A. Point-in-Time and Universe Rules,31,Backtest tidak boleh memakai future identity/status/sector/corporate-action knowledge.,22D0BDA5042545A070456F730499553EF823444B,WS-B08,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S06-HIST-R016,YES,WS-S06,PROOF_BEHAVIOR,REQUIRED,MANDATORY,authority/strategy/WS_HISTORICAL_EVALUATION_STRATEGY.md,A. Point-in-Time and Universe Rules,32,Historical requested date/publication yang tidak tersedia tetap explicit missing/insufficient evidence; tidak boleh diganti current publication atau prior-date fallback tanpa label/identity yang memang menjadi replay request.,2DF35984410A199AEB9EC6AA14AA37F87442ED8E,WS-B08,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S06-HIST-R017,YES,WS-S06,PROOF_BEHAVIOR,REQUIRED,MANDATORY,authority/strategy/WS_HISTORICAL_EVALUATION_STRATEGY.md,A. Point-in-Time and Universe Rules,33,"Watchlist tidak boleh reconstruct indicator, benchmark, status, sector, atau producer data-usability dari Market Data internal tables.",C915C2D810F1149073509F51B89F325FF56F36AE,WS-B08,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S06-HIST-R018,YES,WS-S06,PROOF_BEHAVIOR,REQUIRED,MANDATORY,authority/strategy/WS_HISTORICAL_EVALUATION_STRATEGY.md,A. Point-in-Time and Universe Rules,34,Trading day mengikuti canonical exchange calendar.,4758817811BC95E2A84578B558ECAD190BDC482E,WS-B08,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
